Rank	Soil	Compartment	OTU_ID	baseMean	estimate	stderror	statistic	p.value	p.adjusted	Kingdom	Phylum	Class	Order	Family	Genus	Species	Clustering	Assignment	PhyClass
360	OTU	A	RS	New.CleanUp.ReferenceOTU189299	1.16859801660493	-5.54742170158374	1.20279510444088	-4.6121086468526	3.98604541745181e-06	0.0194917620913394	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified	DeNovo	Microbial	Firmicutes
361	OTU	A	RS	New.CleanUp.ReferenceOTU190921	0.87456421858586	-4.73179669549073	1.00214061364297	-4.72168938278009	2.33893700807709e-06	0.011437401969497	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified	DeNovo	Microbial	Firmicutes
362	OTU	A	RS	New.CleanUp.ReferenceOTU191775	1.06920930249758	-2.04428832154466	0.437529634009542	-4.67234254011713	2.97783790378355e-06	0.0145616273495016	Bacteria	MVS-104	unclassified	unclassified	unclassified	unclassified	unclassified	DeNovo	Microbial	MVS-104
363	OTU	A	RS	New.CleanUp.ReferenceOTU195980	1.04785500353068	-5.17597795159814	1.11707761690237	-4.6334989380156	3.59536604806119e-06	0.0175813399750192	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	unclassified	unclassified	DeNovo	Microbial	Firmicutes
364	OTU	A	RS	New.CleanUp.ReferenceOTU196233	0.636461240267375	-3.31934339813188	0.729397676134918	-4.55080062185158	5.34421710860325e-06	0.0261332216610699	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	DeNovo	Microbial	Proteobacteria.Deltaproteobacteria
365	OTU	A	RS	New.CleanUp.ReferenceOTU197413	3.42905446374227	-2.31248655758142	0.31663041915716	-7.30342512174615	2.80533025477376e-13	1.37180649458437e-09	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	unclassified	DeNovo	Microbial	Acidobacteria
366	OTU	A	RS	New.CleanUp.ReferenceOTU215448	1.63653032368344	-2.28475677023853	0.399228231407677	-5.72293387715214	1.04700022851543e-08	5.11983111744043e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	DeNovo	Microbial	Proteobacteria.Deltaproteobacteria
367	OTU	A	RS	New.CleanUp.ReferenceOTU216282	4.92311684968954	-1.90136094676686	0.362740208203945	-5.24166029506672	1.59138145618631e-07	0.000778185532075108	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus Solibacter	unclassified	DeNovo	Microbial	Acidobacteria
368	OTU	A	RS	New.CleanUp.ReferenceOTU238959	0.458151963396596	-4.04702893287557	0.727374758384345	-5.56388420992898	2.6383504475514e-08	0.000129015336885264	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	DeNovo	Microbial	Proteobacteria.Deltaproteobacteria
369	OTU	A	RS	New.CleanUp.ReferenceOTU240609	3.24722351691987	-2.89894543949121	0.560157309849922	-5.17523450737062	2.27624896524743e-07	0.00111308574400599	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	unclassified	unclassified	DeNovo	Microbial	Acidobacteria
370	OTU	A	RS	New.CleanUp.ReferenceOTU242928	1.00063496995098	-2.3100161347621	0.478729361167826	-4.82530699417929	1.39787778534782e-06	0.00683562237035085	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus Solibacter	unclassified	DeNovo	Microbial	Acidobacteria
371	OTU	A	RS	New.CleanUp.ReferenceOTU245729	1.37833410144222	-2.55196033736793	0.502151970253256	-5.08204784316761	3.73387331017397e-07	0.00182586404867507	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus Solibacter	unclassified	DeNovo	Microbial	Acidobacteria
372	OTU	A	RS	New.CleanUp.ReferenceOTU259083	2.90377313745803	-2.75888368031837	0.525763700444677	-5.24738333586929	1.54274680781551e-07	0.000754403189021784	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	DeNovo	unassigned	unassigned
373	OTU	A	RS	New.CleanUp.ReferenceOTU260185	17.9428985590089	-1.82880222354205	0.289876063705514	-6.30891078126389	2.81006039232941e-10	1.37411953184908e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	DeNovo	Microbial	Proteobacteria.Deltaproteobacteria
374	OTU	A	RS	New.CleanUp.ReferenceOTU268784	0.994680647806858	-3.06037994616324	0.635736385008235	-4.81391346843172	1.48002913877295e-06	0.00723734248859971	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	DeNovo	Microbial	Proteobacteria.Deltaproteobacteria
375	OTU	A	RS	New.CleanUp.ReferenceOTU269556	1.05668484828089	-3.28234203071874	0.657679554405688	-4.990792261567	6.01321414845928e-07	0.00294046171859659	Bacteria	Acidobacteria	Solibacteres	Solibacterales	AKIW659	unclassified	unclassified	DeNovo	Microbial	Acidobacteria
376	OTU	A	RS	New.CleanUp.ReferenceOTU272012	1.24331648229315	-5.06827309020478	0.861341250958618	-5.88416389504638	4.00071245767295e-09	1.95634839180207e-05	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum	unclassified	DeNovo	Microbial	Firmicutes
377	OTU	A	ES	1033426	22.6228439989442	2.47376536965	0.506312047662676	4.88585128690858	1.02982910364473e-06	0.0037506375954741	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	unclassified	Reference	Microbial	Actinobacteria
378	OTU	A	ES	817013	5.75794376527474	7.52677146548975	1.22362005285209	6.15123252348297	7.68831024174281e-10	2.80008259004273e-06	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinomadura	vinacea	Reference	Microbial	Actinobacteria
379	OTU	A	ES	334906	1.88196796688019	5.61307156420249	1.09831209093416	5.11063440941303	3.21078783248126e-07	0.00116936892858968	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinoallomurus	unclassified	Reference	Microbial	Actinobacteria
380	OTU	A	ES	919487	12.3630360277745	5.49395353624681	0.641498201488628	8.56425399712395	1.08777810288862e-17	3.96168785072037e-14	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
381	OTU	A	ES	558911	10.7442272689658	5.01380737247683	0.632275375800766	7.92978433823541	2.19526778326836e-15	7.99516526666337e-12	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Kribbella	unclassified	Reference	Microbial	Actinobacteria
382	OTU	A	ES	130872	14.1919080515058	-2.86307212895951	0.62511432810553	-4.58007759578369	4.648034520176e-06	0.016928141722481	Bacteria	Firmicutes	Clostridia	OPB54	unclassified	unclassified	unclassified	Reference	Microbial	Firmicutes
383	OTU	A	ES	1084157	28.7168863342701	1.56397589923653	0.347045176312067	4.50654844379737	6.58906475228513e-06	0.0239973738278224	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Phycicoccus	unclassified	Reference	Microbial	Actinobacteria
384	OTU	A	ES	810959	17.255108085934	2.04249142535203	0.376864425649621	5.41969813635574	5.96997522352239e-08	0.000217426497640686	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Phycicoccus	unclassified	Reference	Microbial	Actinobacteria
385	OTU	A	ES	564025	2.69717667213707	5.29948459909799	1.13647034779478	4.66310855305741	3.11468347755298e-06	0.011343677225248	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
386	OTU	A	ES	586356	7.39962355963641	-3.66332318511591	0.630222688767539	-5.81274405128114	6.14569905812363e-09	2.23826359696863e-05	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	Reference	Microbial	Firmicutes
387	OTU	A	ES	770004	32.5434336318209	-2.45835209973857	0.540596393556181	-4.54748150198876	5.42916904914616e-06	0.0197730336769903	Bacteria	Acidobacteria	iii1-8	DS-18	unclassified	unclassified	unclassified	Reference	Microbial	Acidobacteria
388	OTU	A	ES	1033380	23.3738914536007	4.45485766664768	0.437665864498285	10.1786728826898	2.46905608145989e-24	8.99230224867693e-21	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
389	OTU	A	ES	864483	3.721976722731	2.92065872277217	0.645078782818503	4.52760003981392	5.96573604606007e-06	0.0217272106797508	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	unclassified	Reference	Microbial	Proteobacteria.Alphaproteobacteria
390	OTU	A	ES	4297391	9.18168937914933	3.82428270084492	0.61453691794319	6.22303166690866	4.87638907301952e-10	1.77598090039371e-06	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Terracoccus	unclassified	Reference	Microbial	Actinobacteria
391	OTU	A	ES	111050	12.6568508284596	3.06312996314602	0.394453172306165	7.76550976948031	8.13174965434639e-15	2.96158322411296e-11	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
392	OTU	A	ES	1015017	14.9904955548916	3.97776686655124	0.657303619872951	6.05164302506062	1.4337590818908e-09	5.2217505762463e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	unclassified	Reference	Microbial	Proteobacteria.Deltaproteobacteria
393	OTU	A	ES	1081618	5.96145151760406	3.17360358469893	0.544424625214065	5.82928000997584	5.5667028649355e-09	2.02739318340951e-05	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
394	OTU	A	ES	1121898	31.7947240869513	2.64969158199774	0.294030411576514	9.01162423230573	2.03026933485553e-19	7.39424091754385e-16	Bacteria	Chloroflexi	Anaerolineae	GCA004	unclassified	unclassified	unclassified	Reference	Microbial	Chloroflexi
395	OTU	A	ES	754410	21.1653624499647	3.07607009388394	0.645352963950308	4.7664925485967	1.87460659595539e-06	0.00682731722246953	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Alphaproteobacteria
396	OTU	A	ES	354765	10.5469432377596	4.3743885092007	0.605582547022952	7.22343887006854	5.06890907828943e-13	1.84609668631301e-09	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
397	OTU	A	ES	353729	39.5471873792983	-1.17414761439407	0.265759889137791	-4.41807685201624	9.95830143396127e-06	0.036268133822487	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	Reference	Microbial	Proteobacteria.Deltaproteobacteria
398	OTU	A	ES	813906	92.2399208393364	-5.03167341384074	0.806116673079252	-6.24186743913937	4.32377324236066e-10	1.57471821486775e-06	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Betaproteobacteria
399	OTU	A	ES	530591	15.6328423592595	-2.41349908538898	0.352945031602905	-6.838172716097	8.02096603244945e-12	2.92123582901809e-08	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Betaproteobacteria
400	OTU	A	ES	106310	3.56878784885846	3.08275298941799	0.594983823872396	5.18123832233652	2.20417650688134e-07	0.000802761083806185	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Betaproteobacteria
401	OTU	A	ES	515383	6.72529625403421	8.60900827866118	1.9547056766506	4.40424785250165	1.06151525856025e-05	0.0386603857167643	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Alphaproteobacteria
402	OTU	A	ES	531901	298.099077493092	-2.45289063972604	0.345605677960066	-7.09736788528535	1.27155260049262e-12	4.63099457099411e-09	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Betaproteobacteria
403	OTU	A	ES	1081815	33.3542766858793	2.18439292222258	0.458204452775175	4.76728872666452	1.86721632655772e-06	0.00680040186132322	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
404	OTU	A	ES	637420	8.82496889170472	2.67132423185888	0.373174112980588	7.15838569434166	8.16326130189234e-13	2.97305976614919e-09	Bacteria	Chloroflexi	Anaerolineae	GCA004	unclassified	unclassified	unclassified	Reference	Microbial	Chloroflexi
405	OTU	A	ES	332725	65.0350586183022	4.49779755174972	0.45775263993389	9.82582547726934	8.71570194219441e-23	3.1742586473472e-19	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
406	OTU	A	ES	555384	2.82715317098609	5.91617053012836	1.24546014156688	4.75018857101711	2.03227049579595e-06	0.00740152914568884	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Nonomuraea	unclassified	Reference	Microbial	Actinobacteria
407	OTU	A	ES	137882	3.69286097388304	-4.16923436558792	0.668047696999086	-6.24092319203614	4.34995821962387e-10	1.58425478358701e-06	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	BSV43	unclassified	Reference	Microbial	Firmicutes
408	OTU	A	ES	179879	1288.20051793901	-1.62995107365724	0.26952016597903	-6.047603405617	1.47016308176302e-09	5.3543339437809e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	Reference	Microbial	Proteobacteria.Deltaproteobacteria
409	OTU	A	ES	833216	16.4807113912391	-3.05567694617677	0.675379206609306	-4.5243870647389	6.05707853816637e-06	0.0220598800360019	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	unclassified	Reference	Microbial	Firmicutes
410	OTU	A	ES	1074016	12.9697326406249	4.99355348224695	0.832572117555192	5.99774287050385	2.00078994298259e-09	7.28687697234258e-06	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Betaproteobacteria
411	OTU	A	ES	658233	12.7193222208926	2.17927162003587	0.489117152035193	4.45552074992264	8.36898004143618e-06	0.0304798253109106	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Crenotrichaceae	Crenothrix	unclassified	Reference	Microbial	Proteobacteria.Gammaproteobacteria
412	OTU	A	ES	112867	95.5727848155699	2.04988572315238	0.228541175541311	8.9694372066527	2.98033315306173e-19	1.08543733434508e-15	Bacteria	Chloroflexi	Ellin6529	unclassified	unclassified	unclassified	unclassified	Reference	Microbial	Chloroflexi
413	OTU	A	ES	3430519	47.9515521039165	-1.82377193138152	0.365230372767862	-4.99348374988709	5.92997773581666e-07	0.00215969789138443	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	Reference	Microbial	Proteobacteria.Deltaproteobacteria
414	OTU	A	ES	256507	3.81574896376801	6.34399572350287	0.721413602818297	8.79383989811006	1.44533488146867e-18	5.26390963830888e-15	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
415	OTU	A	ES	1060353	6.0376172505167	3.19219576169996	0.607379937615295	5.25568192823953	1.47476983747458e-07	0.000537111174808241	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Patulibacteraceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
416	OTU	A	ES	940737	439.004899774919	1.4767236166902	0.285543619971659	5.17162182379271	2.32070895537882e-07	0.000845202201548965	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Betaproteobacteria
417	OTU	A	ES	7346	104.974105610998	2.72390825783545	0.554894292690383	4.90887776954542	9.15990438463181e-07	0.00333603717688291	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Betaproteobacteria
418	OTU	A	ES	4480593	106.12917075959	-1.94035594489691	0.314383626938585	-6.1719370178141	6.74583742265188e-10	2.45683398932981e-06	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	Reference	Microbial	Proteobacteria.Deltaproteobacteria
419	OTU	A	ES	778968	3.20082744254316	3.10302445578596	0.670284962410293	4.62941081749428	3.66707615061591e-06	0.0133554913405431	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
420	OTU	A	ES	1074625	15.7485935174393	2.06060262272082	0.45309520505924	4.54783586255653	5.42003801249216e-06	0.0197397784414965	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Actinotalea	unclassified	Reference	Microbial	Actinobacteria
421	OTU	A	ES	583086	16.0247576121646	-7.22732433098857	0.995439763647271	-7.26043362433885	3.85851354839791e-13	1.40527063432652e-09	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Sporomusa	unclassified	Reference	Microbial	Firmicutes
422	OTU	A	ES	750320	5.23794744076154	3.90377438234753	0.874648122510338	4.4632513143037	8.07252777586235e-06	0.0294001461596907	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	cellulosum	Reference	Microbial	Proteobacteria.Deltaproteobacteria
423	OTU	A	ES	4306228	91.0124221529128	-2.34927742728906	0.417875158830158	-5.62195999844992	1.8880298884956e-08	6.87620485390098e-05	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	unclassified	Reference	Microbial	Acidobacteria
424	OTU	A	ES	236435	20.1909113655387	-2.19740528319131	0.462130272618355	-4.7549477136418	1.98497783432939e-06	0.00722928927262763	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Betaproteobacteria
425	OTU	A	ES	813217	5.17339987645212	-5.98362565386442	1.24866576165718	-4.79201547572121	1.65114163298376e-06	0.00601345782732687	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Gammaproteobacteria
426	OTU	A	ES	140200	3.06269646634489	-4.52204850894877	0.850058052509163	-5.31969374985719	1.03942068414736e-07	0.000378557013166469	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	BSV43	unclassified	Reference	Microbial	Firmicutes
427	OTU	A	ES	277231	0.770761179024367	6.07831676611841	1.19117594461765	5.10278669879408	3.34688160582814e-07	0.00121893428084261	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinopolymorpha	unclassified	Reference	Microbial	Actinobacteria
428	OTU	A	ES	219743	9.45571004280236	4.39240751495473	0.67845630026239	6.47412001812937	9.53660790733449e-11	3.47323259985122e-07	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catellatospora	unclassified	Reference	Microbial	Actinobacteria
429	OTU	A	ES	954340	10.8880031537175	4.73994324279019	0.595037769261031	7.96578551421477	1.64177494558851e-15	5.97934435183335e-12	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
430	OTU	A	ES	206278	42.017465823609	2.50169930376248	0.288070574246218	8.68432782594534	3.80988548764226e-18	1.38756029459931e-14	Bacteria	Chloroflexi	Ellin6529	unclassified	unclassified	unclassified	unclassified	Reference	Microbial	Chloroflexi
431	OTU	A	ES	274025	21.5187692782919	3.75695678914574	0.641649831526323	5.85515121263087	4.76576199668882e-09	1.73569051919407e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified	Reference	Microbial	Proteobacteria.Deltaproteobacteria
432	OTU	A	ES	547017	6.7167923738158	-3.11833084602099	0.682106025083159	-4.5716219053201	4.83963603576646e-06	0.0176259544422614	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	unclassified	unclassified	Reference	Microbial	Firmicutes
433	OTU	A	ES	829373	11.1784796699511	7.01130618245134	0.987082737281069	7.10305825200029	1.22025939410699e-12	4.44418471333765e-09	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinosynnemataceae	Lentzea	unclassified	Reference	Microbial	Actinobacteria
434	OTU	A	ES	688259	10.1131737230995	2.90011224006954	0.508349439094014	5.70495808009183	1.16371725003485e-08	4.23825822462693e-05	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
435	OTU	A	ES	547806	1.48193931235647	6.07716673903717	1.26420837473689	4.80709261264147	1.53141059430496e-06	0.00557739738445868	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinosynnemataceae	Lentzea	unclassified	Reference	Microbial	Actinobacteria
436	OTU	A	ES	687940	5.20650955978771	-5.00679875175746	1.10935042165653	-4.51327069789284	6.38354606227672e-06	0.0232488747588118	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	unclassified	Reference	Microbial	Proteobacteria.Gammaproteobacteria
437	OTU	A	ES	562868	169.683524222588	-10.6769391962681	1.67885564158929	-6.35965292772929	2.0221012275259e-10	7.36449267064933e-07	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	unclassified	Reference	Microbial	Proteobacteria.Epsilonproteobacteria
438	OTU	A	ES	17991	7.24221125161782	5.94442628290772	1.32150780802561	4.49821502892891	6.8526370324157e-06	0.024957304072058	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	unclassified	Reference	Microbial	Actinobacteria
439	OTU	A	ES	527719	2.50510764485178	-2.72541174825146	0.620137351107611	-4.39485179111317	1.10848355913303e-05	0.0403709712236251	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified	Reference	Microbial	Proteobacteria.Deltaproteobacteria
440	OTU	A	ES	839235	253.103487098761	-7.618826081506	1.1287332020609	-6.74989099956936	1.47956266516552e-11	5.38856722653284e-08	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Gammaproteobacteria
441	OTU	A	ES	250148	74.3151105428987	2.53349059781968	0.401186894814631	6.31498842700303	2.70181694203702e-10	9.84001730289883e-07	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
442	OTU	A	ES	533198	5.12708454687973	2.52243109824384	0.573131276132459	4.40114019822026	1.07683515432809e-05	0.0392183363206291	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Betaproteobacteria
443	OTU	A	ES	243185	3.0441980823861	-7.77918307460353	1.54368854457163	-5.03934754323272	4.67121558906616e-07	0.0017012567175379	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Gammaproteobacteria
444	OTU	A	ES	4480305	19.2167338422362	-4.32152935191805	0.8416119692808	-5.13482401588349	2.82408156970104e-07	0.00102853050768512	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Sporomusa	unclassified	Reference	Microbial	Firmicutes
445	OTU	A	ES	584331	1.5805222149524	3.30518189491771	0.722908016126432	4.57206424771427	4.82942801500875e-06	0.0175887768306619	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	unclassified	Reference	Microbial	Actinobacteria
446	OTU	A	ES	1106130	4.11449478239912	3.91676776657415	0.62967208113305	6.2203294126146	4.96112189452064e-10	1.80684059398442e-06	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	unclassified	Reference	Microbial	Actinobacteria
447	OTU	A	ES	535678	116.214035228754	3.90301932769033	0.480255274998318	8.12696815814047	4.40160943671594e-16	1.60306615685194e-12	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	unclassified	Reference	Microbial	Actinobacteria
448	OTU	A	ES	4344472	3.66073375590726	-3.54431564569779	0.5350225715592	-6.62460956622577	3.48167190909814e-11	1.26802490929354e-07	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	unclassified	unclassified	Reference	Microbial	Acidobacteria
449	OTU	A	ES	1108685	3.80317555518334	-5.67194958361172	1.20732104336178	-4.69796299401705	2.62769025642876e-06	0.00957004791391356	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	0319-6A21	unclassified	unclassified	Reference	Microbial	Nitrospirae
450	OTU	A	ES	190663	20.264351300197	2.1173311484742	0.439222550462918	4.82063397301128	1.43102713542248e-06	0.00521180082720866	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
451	OTU	A	ES	996116	86.2126563896751	3.92687398139285	0.360699093495001	10.8868418363443	1.33178813074073e-27	4.85037237215773e-24	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	unclassified	unclassified	Reference	Microbial	Actinobacteria
452	OTU	A	ES	4430284	3.7515027111266	-3.97990340542796	0.842510867925331	-4.72386002002373	2.31409729433746e-06	0.00842794234597704	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified	Reference	Microbial	Proteobacteria.Deltaproteobacteria
453	OTU	A	ES	4304971	1.3438761827057	-6.65645458120898	1.26529754711911	-5.26078201634447	1.4344400936128e-07	0.000522423082093783	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	Reference	Microbial	Firmicutes
454	OTU	A	ES	1117497	1.60875980533355	5.81052087661677	1.32235636521681	4.39406579758406	1.112501195723e-05	0.0405172935482315	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	unclassified	Reference	Microbial	Actinobacteria
455	OTU	A	ES	583051	80.7025114856957	-2.56749221155568	0.374360788825328	-6.85833636479925	6.9667069986206e-12	2.53727468889762e-08	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	Reference	Microbial	Proteobacteria.Deltaproteobacteria
456	OTU	A	ES	792868	80.9092217686797	2.45360822688382	0.370053005755427	6.63042371963719	3.34724617405544e-11	1.21906705659099e-07	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified	Reference	Microbial	Proteobacteria.Betaproteobacteria
